23 февраля,8 марта,BU_Level1,BU_Level2,BU_Level3,BU_Level4,IT,ItemEAN,Qty,Unnamed: 11,Unnamed: 12,Unnamed: 13,age,baseprice,child,date,id,man,name,woman,Бокс,Видеоигры,Видеомонтаж,Вне праздника,Годовщина отношений,День Святого Валентина,День рождения,Кино,Кулинария,Музыка,Настольные игры,Новый год,Рисование,Рукоделие,Спорт,Туризм,Фотография,Футбол,Цветоводство,Чтение,cat_ya_id,cat_ya
0,0,Книги,Современная печатная книга,Современная печатная книга,Манга,0,9.78592E+12,1,,,,8.333333333333334,71.6,0,03.02.2020,,0,Школа лета. Том 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90829,Книги
0,0,Книги,ПО на физических носителях,ПО на физических носителях,ПО на физических носителях,0,4.60155E+12,1,,,,5.0,108.0,0,03.02.2020,,0,Скоро в школу! Учимся считать,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
0,0,Книги,Современная печатная книга,Современная печатная книга,Комиксы,0,9.78575E+12,1,,,,8.3,212.73,0,03.02.2020,,0,Дисбаланс. Том 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90829,Книги
0,0,Книги,Книга по требованию,Print-On-Demand,Print-On-Demand,0,,1,,,,7.777777777777778,500.78,0,02.02.2020,,0,Царь Соломон,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
0,0,Книги,Антикварное издание,Антикварное издание,Антикварное издание,0,OZN147646586,1,,,,26.0,1750.0,0,01.02.2020,,0,В неволе. Очерки и воспоминания,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90829,Книги
0,0,Книги,Second-hand книга,Second-hand книга,Second-hand книги,0,OZN162199157,1,,,,6.0,249.0,0,02.02.2020,,0,Не тычьте в меня этой штукой,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90829,Книги
0,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Лицо,Маски и патчи для глаз,0,8.80905E+12,1,,,,60.0,176.48,0,29.02.2020,,0,"Purederm Гелевые подушечки, против морщин под глазами, 12 шт",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8476101,Для глаз
0,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Лицо,Маска для лица,0,8.80905E+12,1,,,,27.0,86.74,0,28.02.2020,,0,"Самонагревающаяся увлажняющая маска ""Purederm"", 3 шт",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8476097,Маски
0,0,"Парфюмерия, косметика",Парфюмерия,Парфюмерия для женщин,Парфюмерная вода женская,0,7.37053E+11,1,,,,9.0,2695.87,0,29.02.2020,,0,Hugo Boss Deep Red edp 50 ml,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15927546,Парфюмерия
0,0,"Парфюмерия, косметика",Парфюмерия,Парфюмерия для женщин,Туалетная вода женская,0,3.33144E+12,1,,,,8.0,1549.8,0,25.02.2020,,0,Salvador Dali Eau De Ruby Lips edt 100 ml,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15927546,Парфюмерия
0,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Средства для бритья мужские,Средство после бритья мужское,0,3.41224E+12,1,,,,26.0,264.77,0,29.02.2020,,1,"Adidas Ice Dive, Лосьон после бритья, 50 мл",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8480722,Средства для бритья
0,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Лицо,Сыворотки и дополнительный уход для лица,0,3.57466E+12,1,,,,55.0,286.31,0,29.02.2020,,0,"Гель-апплиактор от прыщей быстрого действия Clean&Clear ""Advantage. Быстрый эффект"", 15 мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8476099,Увлажнение и питание
0,0,"Парфюмерия, косметика",Декоративная косметика,Маникюр и педикюр,"Основа, база под лак",0,7.6189E+12,1,,,,24.0,626.0,0,27.02.2020,,0,"Защитная основа ""Mavala 002"" под лак, 10 мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13238924,База и верхнее покрытие
0,0,"Парфюмерия, косметика",Декоративная косметика,Маникюр и педикюр,Средство для улучшения ногтей и кутикулы,0,7.6189E+12,1,,,,37.0,626.0,0,26.02.2020,,0,"Крем ""Mavala"" для смягчения кутикулы, 15 мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14990252,Лечение и укрепление
0,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Руки,Увлажняющее средство для рук,0,7.6189E+12,3,,,,58.0,711.0,0,25.02.2020,,0,"Средство ""Mava+"" для сухой кожей рук, 50 мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4852773,Уход за руками
0,0,"Парфюмерия, косметика",Декоративная косметика,"Глаза, ресницы, брови",Тушь для ресниц,0,7.6189E+12,1,,,,41.0,1082.0,0,29.02.2020,,0,"Mavala Гель для ресниц ""Двойные ресницы"", лечебный",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4748062,Тушь
0,0,"Парфюмерия, косметика",Декоративная косметика,Маникюр и педикюр,Средство для быстрого высыхания лака,0,7.6189E+12,1,,,,47.0,626.0,0,29.02.2020,,0,"Фиксатор ""Colorfix"" для лака, 10 мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13238924,База и верхнее покрытие
0,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Лицо,Средство увлажняющее для лица,0,3.52293E+12,1,,,,23.0,1045.0,0,25.02.2020,,0,"Крем для лица Caudalie Premieres Vendanges, увлажняющий, с антиоксидантами, 40 мл",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8476099,Увлажнение и питание
0,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Лицо,Бальзам для губ,0,3.52293E+12,1,,,,8.0,385.0,0,27.02.2020,,0,"Caudalie Бальзам для губ восстанавливает и защищает с маслом виноградных косточек, 4.5 г",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8476102,Для губ
0,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Лицо,Термальная вода,0,3.52293E+12,1,,,,58.0,715.0,0,26.02.2020,,0,"Вода для красоты лица Caudalie Beauty Elixir, 30 мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8476100,Тонизирование
0,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Тело,Средство моделирующее для тела,0,3.52293E+12,1,,,,27.0,1375.0,0,25.02.2020,,0,"Caudalie Масло для тела антицеллюлитное концентрированное сухое, 75 мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8475961,Средства для похудения и борьбы с целлюлитом
0,0,"Парфюмерия, косметика",Декоративная косметика,Маникюр и педикюр,Аксессуары для маникюра,0,7.6189E+12,3,,,,26.0,340.0,0,28.02.2020,,0,"Таблетки ""Mavala"" для маникюрной ванночки, 6 шт",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14989778,Инструменты для маникюра и педикюра
0,0,"Парфюмерия, косметика",Косметические аксессуары,Аксессуары для маникюра и педикюра,Маникюрная пилка,0,7.6189E+12,1,,,,32.0,268.0,0,28.02.2020,,0,"Пилочка ""Mavala"" для маникюра, 8 шт",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13239089,Пилки
0,0,"Парфюмерия, косметика",Косметические аксессуары,Аксессуары для маникюра и педикюра,Прочие аксессуары для маникюра и педикюра,0,7.6189E+12,1,,,,250.0,268.0,0,26.02.2020,,0,"Палочки ""Mavala"" для маникюра, 5 шт",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14989778,Инструменты для маникюра и педикюра
0,0,"Парфюмерия, косметика",Декоративная косметика,Маникюр и педикюр,Карандаш для ногтей,0,7.6189E+12,1,,,,48.0,283.0,0,27.02.2020,,0,"Карандаш для ногтей ""Mavala"", цвет: белый",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8510396,Контур для губ
0,0,"Парфюмерия, косметика",Декоративная косметика,Маникюр и педикюр,Корректор для маникюра,0,7.6189E+12,1,,,,36.0,623.0,0,29.02.2020,,0,"Mavala Средство для корректировки маникюра, в карандаше, 4,5 мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8480754,Корректоры и консилеры
0,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Ноги,Дезодорант для ног,0,7.6189E+12,1,,,,20.0,786.0,0,27.02.2020,,0,"Гель-дезодорант ""Mavala"" для ног, 75 мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91167,Дезодоранты
0,0,"Парфюмерия, косметика",Косметика для ухода за волосами,Уход за волосами для женщин,Жидкий шампунь для волос женский,0,3.52293E+12,1,,,,8.036649214659686,715.0,0,26.02.2020,,0,"Caudalie Шампунь для волос на растительной основе для ежедневного применения, 200 мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91183,Шампуни
0,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Ноги,Увлажняющее средство для ног,0,3.52293E+12,1,,,,7.0,770.0,0,27.02.2020,,0,"Крем-бальзам для ног Caudalie, восстанавливающий, ультрапитательный, 75 мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4852774,Уход за ногами
0,0,"Парфюмерия, косметика",Парфюмерия,Парфюмерия для мужчин,Туалетная вода мужская,0,8.41106E+12,1,,,,54.0,1314.4,0,25.02.2020,,1,Antonio Banderas Seduction In Black Eau De Toilette мужской 100мл,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15927546,Парфюмерия
0,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Лицо,Средство для снятия макияжа,0,8.80905E+12,1,,,,32.0,124.84,0,25.02.2020,,0,"Skinlite Очищающие салфетки , для проблемной кожи, 30 шт",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8476098,Очищение и снятие макияжа
0,0,"Парфюмерия, косметика",Косметика для ухода за волосами,Окрашивание волос для женщин,Краска для волос женская,0,4.015E+12,1,,,,8.0625,124.48,0,29.02.2020,,0,"Стойкая ухаживающая крем-краска ""Palette Фитолиния"" 568. Карамельный каштановый",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13239477,Краска
0,0,"Парфюмерия, косметика",Косметика для ухода за волосами,Окрашивание волос для женщин,Оттеночное средство для волос женское,0,4.015E+12,3,,,,28.0,370.27,0,25.02.2020,,0,"Тонирующий гель для мужчин ""Men Perfect"" 50. Натуральный светло-каштановый",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4854062,Маски и сыворотки
0,0,"Парфюмерия, косметика",Косметика для ухода за волосами,Стайлинг для женщин,Гель для укладки женский,0,4.015E+12,1,,,,27.0,181.34,0,28.02.2020,,0,"Гель для укладки Taft ""Три погоды Ultra"" с эффектом мокрых волос, 150 мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13240862,Гели и лосьоны
0,0,"Парфюмерия, косметика",Косметика для ухода за волосами,Уход за волосами для женщин,"Бальзам, кондиционер для волос женский",0,4.015E+12,1,,,,7.125,293.68,0,26.02.2020,,0,"Gliss Kur Экспресс-кондиционер ""Oil Nutritive 8 масел"", для длинных, секущихся волос, 200 мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91184,Ополаскиватели
0,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Лицо,Средство для умывания,0,4.0059E+12,1,,,,53.0,276.83,0,28.02.2020,,0,"Nivea Ежедневный очищающий гель-скраб, против несовершенств для проблемной кожи, 150 мл.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8476098,Очищение и снятие макияжа
0,0,"Парфюмерия, косметика",Косметика для ухода за волосами,Стайлинг для женщин,Мусс для волос женский,0,4.015E+12,1,,,,30.0,342.0,0,25.02.2020,,0,"Стайлинг-мусс для волос ""got2b. Мегамания"" для супер-объема, 250 мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13239527,Мусс и пенка
0,0,"Парфюмерия, косметика",Косметика для ухода за волосами,Стайлинг для женщин,Лак для волос женский,0,4.015E+12,1,,,,41.0,441.2,0,29.02.2020,,0,"Лак для моделирования Taft ""Ultra"", сверхсильная фиксация, 200 мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13239503,Лаки и спреи
0,0,"Парфюмерия, косметика",Косметические средства для детей и беременных,Детские косметические аксессуары,Набор маникюрных инструментов для детей,0,4.60566E+12,1,,,,9.0,165.82,1,29.02.2020,,0,"Ножницы детские с чехлом ""Мир детства"", от 0 месяцев",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14989778,Инструменты для маникюра и педикюра
0,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Средства для бритья мужские,Средство для бритья мужское,0,3.01426E+12,1,,,,21.0,272.47,0,29.02.2020,,1,"Gillette Гель Для Бритья Series Для Чувствительной Кожи, 200 мл",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8480722,Средства для бритья
0,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Средства для бритья и депиляции женские,Средство для бритья женское,0,3.01426E+12,1,,,,22.0,117.82,0,28.02.2020,,0,"Gillette Пена Для Бритья Classic с ароматом Лимона и Лайма, 200 мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8480722,Средства для бритья
0,0,"Парфюмерия, косметика",Косметические средства для детей и беременных,Детские косметические средства,Крем детский зимний,0,4.60671E+12,1,,,,7.0,42.1,1,25.02.2020,,0,"Детский зимний крем ""Морозко"", универсальный",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13491512,Уход за кожей
0,0,"Парфюмерия, косметика",Косметические средства для детей и беременных,Детские косметические средства,Бальзам для губ детский,0,4.60671E+12,1,,,,6.0,31.31,1,29.02.2020,,0,"Детская зимняя гигиеническая помада ""Морозко""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8476102,Для губ
0,0,"Парфюмерия, косметика",Косметические средства для детей и беременных,Детские косметические средства,"Крем, гель детский",0,4.00286E+12,1,,,,11.0,192.14,1,26.02.2020,,0,"BabyLine детский крем, нежный, 75 мл",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13491512,Уход за кожей
0,0,"Парфюмерия, косметика",Косметические средства для детей и беременных,Детские косметические средства,Масло для тела детское,0,4.60671E+12,1,,,,8.0,119.78,1,27.02.2020,,0,"Масло детское ""Мое солнышко"" для массажа, с кедровым маслом и облепихой, 200 мл",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8475955,Кремы и лосьоны
0,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Тело,Средство увлажняющее для тела,0,4.00581E+12,1,,,,22.0,225.02,0,28.02.2020,,0,"Nivea Creme Увлажняющий универсальный крем, для лица, рук и тела с пантенолом, 250 мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8475955,Кремы и лосьоны
0,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Лицо,"Лосьон, тоник для лица",0,4.00581E+12,1,,,,38.0,175.28,0,26.02.2020,,0,"Nivea Нежный смягчающий тоник, для сухой и чувствительной кожи, 200 мл.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8476100,Тонизирование
0,0,"Парфюмерия, косметика",Декоративная косметика,"Глаза, ресницы, брови",Накладные ресницы,0,7.3151E+11,1,,,,52.0,313.0,0,28.02.2020,,0,"Накладные ресницы ""Очарование"", цвет: черный",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13277089,Ресницы и клей
0,0,"Парфюмерия, косметика",Декоративная косметика,Маникюр и педикюр,Накладные ногти,0,7.3151E+11,2,,,,23.0,604.0,0,29.02.2020,,0,"Набор накладных ногтей ""Французский маникюр"", для классической формы ногтей, с клеем, средняя длина",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14994972,"Накладные ногти, типсы, клей"
0,0,"Парфюмерия, косметика",Косметические средства для детей и беременных,Детские косметические средства,"Молочко, лосьон для тела детское",0,4.0538E+12,1,,,,10.0,187.72,1,29.02.2020,,0,"Молочко ""Bubchen"" (Бюбхен), с маслом каритэ и пантенолом, 200 мл",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8475955,Кремы и лосьоны
0,0,"Парфюмерия, косметика",Косметические средства для детей и беременных,Косметические средства для беременных и кормящих,Средство для ухода за телом до и после родов,0,4.60668E+12,1,,,,5.0,267.74,1,27.02.2020,,0,"Мыло жидкое ""Mama Comfort"" для интимной гигиены, 250 мл",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13462769,Уход за лицом и телом
0,0,"Парфюмерия, косметика",Косметические средства для детей и беременных,Косметические средства для беременных и кормящих,Средство от растяжек до и после родов,0,4.60668E+12,1,,,,6.0,376.28,1,25.02.2020,,0,"Mama Comfort Гидрогенизированное легкое масло-спрей от растяжек, 250 мл",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13462769,Уход за лицом и телом
0,0,"Парфюмерия, косметика",Косметические средства для детей и беременных,Косметические средства для беременных и кормящих,Средство для ухода за грудью до и после родов,0,4.60668E+12,1,,,,10.0,348.63,1,28.02.2020,,0,"Крем для сосков ""Mama Comfort"" от трещин, 30 мл",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13462769,Уход за лицом и телом
0,0,"Парфюмерия, косметика",Косметика для ухода за волосами,Уход за волосами для мужчин,Жидкий шампунь для волос мужской,0,8.71764E+12,1,,,,23.0,118.55,0,28.02.2020,,1,"Timotei Шампунь для мужчин ""Против перхоти"", для всех типов волос, 400 мл",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91183,Шампуни
0,0,"Парфюмерия, косметика",Декоративная косметика,"Глаза, ресницы, брови",Карандаш для глаз,0,3.0525E+12,1,,,,45.0,243.57,0,27.02.2020,,0,"Карандаш для глаз Bourjois ""Contour Clubbing Waterproof"", водостойкий, тон №41, цвет: черный",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4748066,Контур для глаз
0,0,"Парфюмерия, косметика",Декоративная косметика,"Глаза, ресницы, брови",Подводка для глаз,0,3.0525E+12,1,,,,28.0,384.91,0,27.02.2020,,0,"Подводка для глаз Bourjois Liner Feutre, черный",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4748066,Контур для глаз
0,0,"Парфюмерия, косметика",Декоративная косметика,"Глаза, ресницы, брови",Карандаш для бровей,0,3.0525E+12,1,,,,38.0,224.64,0,25.02.2020,,0,"Карандаш для бровей Bourjois ""Sourcil Precision"", №03, цвет: каштановый",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13276918,Карандаши для бровей
0,0,"Парфюмерия, косметика",Декоративная косметика,Тон для лица,Основа под макияж,0,50683352,1,,,,129.0,435.48,0,27.02.2020,,0,"Max Factor Основа под макияж ""Lasting Perfomance"", тон №102",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13276669,Основа и фиксаторы для макияжа
0,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Лицо,Пилинг для лица,0,8.80905E+12,1,,,,44.0,208.12,0,27.02.2020,,0,"Skinlite Отшелушивающий гель-пилинг , с фруктовыми кислотами, для всех типов кожи, 100 мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8476539,Скрабы и пилинги
0,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Лицо,Скраб для лица,0,8.80905E+12,1,,,,41.0,208.12,0,28.02.2020,,0,"Скраб для лица ""Skinlite"", для всех типов кожи, 120 мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8476539,Скрабы и пилинги
0,0,"Парфюмерия, косметика",Косметика для ухода за волосами,Стайлинг для женщин,Жидкость для укладки женская,0,8.41187E+12,1,,,,32.0,191.4,0,26.02.2020,,0,"Жидкость для укладки волос ""La Grase"", для всех типов волос, сверхсильная фиксация, 150 мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13239503,Лаки и спреи
0,0,"Парфюмерия, косметика",Декоративная косметика,Губы,Блеск для губ,0,3.0525E+12,1,,,,40.0,372.29,0,29.02.2020,,0,"Bourjois Блеск для губ ""Effet 3D"", тон №03",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4748057,Помада
0,0,"Парфюмерия, косметика",Косметика для ухода за волосами,Уход за волосами для женщин,"Лосьон, тоник для волос женский",0,4.61417E+12,1,,,,44.0,172.0,0,27.02.2020,,0,"Evinal Лосьон с экстрактом плаценты, для укрепления волос, 150 мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8476100,Тонизирование
0,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Лицо,Средство увлажняющее для глаз,0,4.61417E+12,2,,,,39.0,343.0,0,28.02.2020,,0,"Крем для ухода за кожей Evinal Крем для век ""Evinal"" с экстрактом плаценты, 15 мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8476101,Для глаз
0,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Тело,Средство для шеи и декольте,0,4.61417E+12,1,,,,32.0,284.0,0,25.02.2020,,0,"Крем для увеличения объема груди, с экстрактом плаценты Evinal, 75 мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8476099,Увлажнение и питание
0,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Тело,Средство антицеллюлитное,0,4.61417E+12,1,,,,50.0,278.0,0,28.02.2020,,0,"Крем для тела ""Evinal"" антицеллюлитный, с экстрактом плаценты, 150 мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8475961,Средства для похудения и борьбы с целлюлитом
0,0,"Парфюмерия, косметика",Декоративная косметика,Тон для лица,Пудра,0,3.60052E+12,1,,,,37.0,539.11,0,28.02.2020,,0,"L'Oreal Paris Пудра ""Alliance Perfect, Совершенное слияние"", выравнивающая и увлажняющая, оттенок D3, Светло-бежевый золотистыйр",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4748072,Пудра
0,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Уход за лицом и телом для мужчин,Средства для ухода за лицом и телом мужские,0,3.60052E+12,1,,,,39.0,591.42,0,29.02.2020,,1,"L'Oreal Paris Men Expert Увлажняющий уход для лица ""Гидра Энергетик, Против 5 Признаков Усталости"", 50 мл",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8480713,Уход за лицом
0,0,"Парфюмерия, косметика",Декоративная косметика,Тон для лица,Тональное средство,0,3.60053E+12,1,,,,39.0,351.41,0,26.02.2020,,0,"Maybelline New York Тональный крем для лица Affinitone, выравнивающий и увлажняющий, с аргановым маслом, оттенок 02, Слоновая кость",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13276667,Тональные средства
0,0,"Парфюмерия, косметика",Косметика для ухода за волосами,Уход за волосами для женщин,Маска для волос женская,0,8.80105E+12,1,,,,9.0,308.16,0,29.02.2020,,0,"Kerasys Маска для волос ""Salon Care"", 200 мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4854062,Маски и сыворотки
0,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Тело,Средство для спа-процедур,0,6.97045E+11,1,,,,6.75,659.75,0,28.02.2020,,0,"Грязь Мертвого моря ""Ahava"", натуральная, 400 г",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6470214,Аксессуары
0,0,"Парфюмерия, косметика",Косметическая техника,Массажная техника,Электромассажер для тела,0,4.62708E+12,1,,,,7.2,682.24,0,25.02.2020,,0,"Импульсный массажер Gess M18, миостимулятор, 4 электрода",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6203660,Другие массажеры
0,0,"Парфюмерия, косметика",Декоративная косметика,Губы,Помада для губ,0,3.60053E+12,1,,,,34.0,370.64,0,29.02.2020,,0,"Maybelline New York Помада для губ ""Color Sensational"", оттенок 132, Спелый персик",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4748057,Помада
0,0,"Парфюмерия, косметика",Косметика для ухода за волосами,Окрашивание волос для женщин,Окислитель для волос,0,5.01397E+12,1,,,,7.811320754716981,240.78,0,27.02.2020,,0,"Спрей Pantene Pro-V ""Мгновенное восстановление"", 150 мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13239479,Окислители
0,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Ванно-банные принадлежности,Мочалки и губки для душа,0,4.60715E+12,1,,,,24.64,134.06,0,29.02.2020,,0,"Banika Мочалка ""Массажная длинная с ручками"", бежевая, 46х10см",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16042844,Мочалки и щетки
0,0,"Парфюмерия, косметика",Косметика для ухода за волосами,Уход за волосами для женщин,Средство защищающее волосы от теплового воздействия,0,4.015E+12,1,,,,41.0,392.36,0,28.02.2020,,0,"Syoss Термозащитный спрей ""Heat Protect"" для укладки, 250 мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4854062,Маски и сыворотки
0,0,"Парфюмерия, косметика",Косметика для ухода за волосами,Уход за волосами для женщин,Дополнительный уход для волос и кожи головы,0,4.015E+12,1,,,,7.571428571428571,269.83,0,28.02.2020,,0,"Syoss Эликсир с микромаслами Beauty Elixir для поврежденных и сухих волос, 100мл",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4854062,Маски и сыворотки
0,0,"Парфюмерия, косметика",Косметические аксессуары,Аксессуары для маникюра и педикюра,Набор маникюрных инструментов,0,4.02904E+12,1,,,,52.0,1486.52,0,26.02.2020,,0,"Маникюрный набор ""Solinberg"", 10 предметов. 140-0382",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14989778,Инструменты для маникюра и педикюра
0,0,"Парфюмерия, косметика",Косметика для ухода за кожей,Руки,Маска для рук,0,8.80905E+12,5,,,,33.0,105.28,0,25.02.2020,,0,"Skinlite Маска-перчатки для рук ""Овсянка"", ультра-увлажняющая, 1 пара",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4852773,Уход за руками
